	dbj|AP010959	dbj|AP010963	gb|AF074613	gb|CP001163	gb|CP003298
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(6501..7000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(7001..7500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(7501..8000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(8001..8500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(8501..9000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(9001..9500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(9501..10000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(10001..10500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(10501..11000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(11001..11500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(11501..12000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(12001..12500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(12501..13000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(13001..13500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(13501..14000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(14001..14500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(14501..15000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(15001..15500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(15501..16000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(16001..16500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(16501..17000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(17001..17500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(17501..18000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(18001..18500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(18501..19000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(19001..19500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(19501..20000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(20001..20500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(20501..21000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(21001..21500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(21501..22000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(22001..22500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(22501..23000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(23001..23500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(23501..24000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(24001..24500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(24501..25000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(25001..25500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(25501..26000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(26001..26500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(26501..27000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(27001..27500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(27501..28000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(28001..28500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(28501..29000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(29001..29500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(29501..30000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(30001..30500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(30501..31000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(31001..31500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(31501..32000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(32001..32500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(32501..33000)	1	0	1	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(33001..33500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(33501..34000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(34001..34500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(34501..35000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(35001..35500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(35501..36000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(36001..36500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(36501..37000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(37001..37500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(37501..38000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(38001..38500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(38501..39000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(39001..39500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(39501..40000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(40001..40500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(40501..41000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(41001..41500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(41501..42000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(42001..42500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(42501..43000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(43001..43500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(43501..44000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(44001..44500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(44501..45000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(45001..45500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(45501..46000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(46001..46500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(46501..47000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(47001..47500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(47501..48000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(48001..48500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(48501..49000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(49001..49500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(49501..50000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(50001..50500)	1	1	0	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(50501..51000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(51001..51500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(51501..52000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(52001..52500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(52501..53000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(53001..53500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(53501..54000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(54001..54500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(54501..55000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(55001..55500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(55501..56000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(56001..56500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(56501..57000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(57001..57500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(57501..58000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(58001..58500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(58501..59000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(59001..59500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(59501..60000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(60001..60500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(60501..61000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(61001..61500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(61501..62000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(62001..62500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(62501..63000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(63001..63500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(63501..64000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(64001..64500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(64501..65000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(65001..65500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(65501..66000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(66001..66500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(66501..67000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(67001..67500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(67501..68000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(68001..68500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(68501..69000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(69001..69500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(69501..70000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(70001..70500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(70501..71000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(71001..71500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(71501..72000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(72001..72500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(72501..73000)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(73001..73500)	1	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(73501..74000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(74001..74500)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(74501..75000)	1	1	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(75001..75546)	1	0	0	0	0
